Class,Sex,Age,Survived
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
3,Male,Adult,0
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Female,Adult,1
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Male,Adult,0
Crew,Female,Adult,0
Crew,Female,Adult,0
Crew,Female,Adult,0
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
Crew,Male,Adult,1
